7.82E+00,2.34E+01,8.98E+00,2.69E+01,9.55E+00,2.70E+01,9.94E+00,2.87E+01,1.01E+01,2.79E+01,8.97E+00,2.25E+01,5.76E-02
8.21E+00,2.47E+01,7.82E+00,2.34E+01,8.98E+00,2.69E+01,9.55E+00,2.70E+01,9.94E+00,2.87E+01,1.01E+01,2.79E+01,7.21E-02
9.37E+00,3.14E+01,8.21E+00,2.47E+01,7.82E+00,2.34E+01,8.98E+00,2.69E+01,9.55E+00,2.70E+01,9.94E+00,2.87E+01,8.10E-02
6.84E+00,2.33E+01,9.37E+00,3.14E+01,8.21E+00,2.47E+01,7.82E+00,2.34E+01,8.98E+00,2.69E+01,9.55E+00,2.70E+01,5.50E-02
9.18E+00,2.95E+01,6.84E+00,2.33E+01,9.37E+00,3.14E+01,8.21E+00,2.47E+01,7.82E+00,2.34E+01,8.98E+00,2.69E+01,6.24E-02
9.17E+00,2.62E+01,9.18E+00,2.95E+01,6.84E+00,2.33E+01,9.37E+00,3.14E+01,8.21E+00,2.47E+01,7.82E+00,2.34E+01,5.60E-02
7.62E+00,2.23E+01,9.17E+00,2.62E+01,9.18E+00,2.95E+01,6.84E+00,2.33E+01,9.37E+00,3.14E+01,8.21E+00,2.47E+01,3.98E-02
8.01E+00,2.29E+01,7.62E+00,2.23E+01,9.17E+00,2.62E+01,9.18E+00,2.95E+01,6.84E+00,2.33E+01,9.37E+00,3.14E+01,2.91E-02
7.81E+00,2.14E+01,8.01E+00,2.29E+01,7.62E+00,2.23E+01,9.17E+00,2.62E+01,9.18E+00,2.95E+01,6.84E+00,2.33E+01,7.96E-02
1.47E+01,6.30E+01,7.81E+00,2.14E+01,8.01E+00,2.29E+01,7.62E+00,2.23E+01,9.17E+00,2.62E+01,9.18E+00,2.95E+01,5.63E-02
9.93E+00,2.57E+01,1.47E+01,6.30E+01,7.81E+00,2.14E+01,8.01E+00,2.29E+01,7.62E+00,2.23E+01,9.17E+00,2.62E+01,4.60E-02
9.55E+00,2.63E+01,9.93E+00,2.57E+01,1.47E+01,6.30E+01,7.81E+00,2.14E+01,8.01E+00,2.29E+01,7.62E+00,2.23E+01,6.29E-02
9.55E+00,2.63E+01,9.55E+00,2.63E+01,9.93E+00,2.57E+01,1.47E+01,6.30E+01,7.81E+00,2.14E+01,8.01E+00,2.29E+01,6.85E-02
9.94E+00,2.79E+01,9.55E+00,2.63E+01,9.55E+00,2.63E+01,9.93E+00,2.57E+01,1.47E+01,6.30E+01,7.81E+00,2.14E+01,3.18E-02
9.17E+00,2.55E+01,9.94E+00,2.79E+01,9.55E+00,2.63E+01,9.55E+00,2.63E+01,9.93E+00,2.57E+01,1.47E+01,6.30E+01,1.39E-01
9.94E+00,2.71E+01,9.17E+00,2.55E+01,9.94E+00,2.79E+01,9.55E+00,2.63E+01,9.55E+00,2.63E+01,9.93E+00,2.57E+01,1.21E-01
1.19E+01,3.32E+01,9.94E+00,2.71E+01,9.17E+00,2.55E+01,9.94E+00,2.79E+01,9.55E+00,2.63E+01,9.55E+00,2.63E+01,1.16E-01
1.17E+01,2.46E+01,1.19E+01,3.32E+01,9.94E+00,2.71E+01,9.17E+00,2.55E+01,9.94E+00,2.79E+01,9.55E+00,2.63E+01,9.67E-02
1.40E+01,3.38E+01,1.17E+01,2.46E+01,1.19E+01,3.32E+01,9.94E+00,2.71E+01,9.17E+00,2.55E+01,9.94E+00,2.79E+01,8.74E-02
1.19E+01,2.40E+01,1.40E+01,3.38E+01,1.17E+01,2.46E+01,1.19E+01,3.32E+01,9.94E+00,2.71E+01,9.17E+00,2.55E+01,5.01E-02
1.03E+01,2.21E+01,1.19E+01,2.40E+01,1.40E+01,3.38E+01,1.17E+01,2.46E+01,1.19E+01,3.32E+01,9.94E+00,2.71E+01,3.22E-02
9.92E+00,2.32E+01,1.03E+01,2.21E+01,1.19E+01,2.40E+01,1.40E+01,3.38E+01,1.17E+01,2.46E+01,1.19E+01,3.32E+01,6.77E-02
9.53E+00,2.06E+01,9.92E+00,2.32E+01,1.03E+01,2.21E+01,1.19E+01,2.40E+01,1.40E+01,3.38E+01,1.17E+01,2.46E+01,4.07E-02
7.99E+00,1.85E+01,9.53E+00,2.06E+01,9.92E+00,2.32E+01,1.03E+01,2.21E+01,1.19E+01,2.40E+01,1.40E+01,3.38E+01,1.07E-01
