0.036827,0.047867,0.003428,-0.106331,-0.1247,-0.002186,0.039735,0.069381,0.003161,0.156947,-0.026309,0.000187,-0.336371,3.33E-01,,,,,,,,,,,,,,,,,,,,,,,,,
,6.71E+00,6.93E+01,3.33E-01,,,,,,,,,,1.67E-01,,,,,,,,,,,,,,,,,,,,,,,,,
,6.50E+00,6.93E+01,1.67E-01,6.71E+00,6.93E+01,3.33E-01,,,,,,,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,
,6.33E+00,6.93E+01,0.00E+00,6.50E+00,6.93E+01,1.67E-01,6.71E+00,6.93E+01,3.33E-01,,,,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,
,6.58E+00,6.93E+01,0.00E+00,6.33E+00,6.93E+01,0.00E+00,6.50E+00,6.93E+01,1.67E-01,6.71E+00,6.93E+01,3.33E-01,0.00E+00,6.92E-02,,,,,,,,,,,,,,,,,,,,,,,,
,7.03E+00,6.93E+01,0.00E+00,6.58E+00,6.93E+01,0.00E+00,6.33E+00,6.93E+01,0.00E+00,6.50E+00,6.93E+01,1.67E-01,1.43E-01,8.29E-02,,,,,,,,,,,,,,,,,,,,,,,,
,7.55E+00,6.59E+01,1.43E-01,7.03E+00,6.93E+01,0.00E+00,6.58E+00,6.93E+01,0.00E+00,6.33E+00,6.93E+01,0.00E+00,0.00E+00,1.03E-01,,,,,,,,,,,,,,,,,,,,,,,,
,8.65E+00,3.39E+01,0.00E+00,7.55E+00,6.59E+01,1.43E-01,7.03E+00,6.93E+01,0.00E+00,6.58E+00,6.93E+01,0.00E+00,0.00E+00,3.39E-02,,,,,,,,,,,,,,,,,,,,,,,,
,7.93E+00,4.83E+01,0.00E+00,8.65E+00,3.39E+01,0.00E+00,7.55E+00,6.59E+01,1.43E-01,7.03E+00,6.93E+01,0.00E+00,0.00E+00,1.18E-02,,,,,,,,,,,,,,,,,,,,,,,,
,7.79E+00,6.93E+01,0.00E+00,7.93E+00,4.83E+01,0.00E+00,8.65E+00,3.39E+01,0.00E+00,7.55E+00,6.59E+01,1.43E-01,0.00E+00,2.57E-02,,,,,,,,,,,,,,,,,,,,,,,,
,7.93E+00,6.05E+01,0.00E+00,7.79E+00,6.93E+01,0.00E+00,7.93E+00,4.83E+01,0.00E+00,8.65E+00,3.39E+01,0.00E+00,0.00E+00,-1.75E-02,,,,,,,,,,,,,,,,,,,,,,,,
,7.32E+00,6.93E+01,0.00E+00,7.93E+00,6.05E+01,0.00E+00,7.79E+00,6.93E+01,0.00E+00,7.93E+00,4.83E+01,0.00E+00,1.67E-01,6.36E-02,,,,,,,,,,,,,,,,,,,,,,,,
,7.67E+00,4.42E+01,1.67E-01,7.32E+00,6.93E+01,0.00E+00,7.93E+00,6.05E+01,0.00E+00,7.79E+00,6.93E+01,0.00E+00,0.00E+00,2.29E-02,,,,,,,,,,,,,,,,,,,,,,,,
,6.71E+00,6.93E+01,0.00E+00,7.67E+00,4.42E+01,1.67E-01,7.32E+00,6.93E+01,0.00E+00,7.93E+00,6.05E+01,0.00E+00,0.00E+00,7.87E-02,,,,,,,,,,,,,,,,,,,,,,,,
,6.17E+00,6.93E+01,0.00E+00,6.71E+00,6.93E+01,0.00E+00,7.67E+00,4.42E+01,1.67E-01,7.32E+00,6.93E+01,0.00E+00,1.25E-01,1.00E-01,,,,,,,,,,,,,,,,,,,,,,,,
,6.29E+00,6.93E+01,1.25E-01,6.17E+00,6.93E+01,0.00E+00,6.71E+00,6.93E+01,0.00E+00,7.67E+00,4.42E+01,1.67E-01,1.00E-01,7.62E-02,,,,,,,,,,,,,,,,,,,,,,,,
,6.54E+00,6.93E+01,1.00E-01,6.29E+00,6.93E+01,1.25E-01,6.17E+00,6.93E+01,0.00E+00,6.71E+00,6.93E+01,0.00E+00,2.00E-01,1.29E-01,,,,,,,,,,,,,,,,,,,,,,,,
,6.58E+00,6.93E+01,2.00E-01,6.54E+00,6.93E+01,1.00E-01,6.29E+00,6.93E+01,1.25E-01,6.17E+00,6.93E+01,0.00E+00,1.82E-01,1.31E-01,,,,,,,,,,,,,,,,,,,,,,,,
,7.27E+00,6.93E+01,1.82E-01,6.58E+00,6.93E+01,2.00E-01,6.54E+00,6.93E+01,1.00E-01,6.29E+00,6.93E+01,1.25E-01,1.82E-01,1.33E-01,,,,,,,,,,,,,,,,,,,,,,,,
,6.98E+00,6.93E+01,1.82E-01,7.27E+00,6.93E+01,1.82E-01,6.58E+00,6.93E+01,2.00E-01,6.54E+00,6.93E+01,1.00E-01,0.00E+00,5.26E-02,,,,,,,,,,,,,,,,,,,,,,,,
,7.49E+00,4.67E+01,0.00E+00,6.98E+00,6.93E+01,1.82E-01,7.27E+00,6.93E+01,1.82E-01,6.58E+00,6.93E+01,2.00E-01,8.33E-02,6.54E-02,,,,,,,,,,,,,,,,,,,,,,,,
,7.49E+00,4.67E+01,8.33E-02,7.49E+00,4.67E+01,0.00E+00,6.98E+00,6.93E+01,1.82E-01,7.27E+00,6.93E+01,1.82E-01,8.33E-02,2.87E-03,,,,,,,,,,,,,,,,,,,,,,,,
,6.63E+00,6.93E+01,8.33E-02,7.49E+00,4.67E+01,8.33E-02,7.49E+00,4.67E+01,0.00E+00,6.98E+00,6.93E+01,1.82E-01,0.00E+00,-1.45E-02,,,,,,,,,,,,,,,,,,,,,,,,
,6.25E+00,6.93E+01,0.00E+00,6.63E+00,6.93E+01,8.33E-02,7.49E+00,4.67E+01,8.33E-02,7.49E+00,4.67E+01,0.00E+00,8.33E-02,9.06E-02,,,,,,,,,,,,,,,,,,,,,,,,
,6.21E+00,6.93E+01,8.33E-02,6.25E+00,6.93E+01,0.00E+00,6.63E+00,6.93E+01,8.33E-02,7.49E+00,4.67E+01,8.33E-02,0.00E+00,1.08E-01,,,,,,,,,,,,,,,,,,,,,,,,
,6.33E+00,6.93E+01,0.00E+00,6.21E+00,6.93E+01,8.33E-02,6.25E+00,6.93E+01,0.00E+00,6.63E+00,6.93E+01,8.33E-02,0.00E+00,1.18E-01,0.14460655,-4.04E-02,0.32958754,,,,,,,,,,,,,,,,,,,,,
,6.33E+00,6.93E+01,0.00E+00,6.33E+00,6.93E+01,0.00E+00,6.21E+00,6.93E+01,8.33E-02,6.25E+00,6.93E+01,0.00E+00,0.00E+00,1.48E-01,0.14135321,-5.23E-02,0.3350081,,,,,,,,,,,,,,,,,,,,,
,6.21E+00,6.93E+01,0.00E+00,6.33E+00,6.93E+01,0.00E+00,6.33E+00,6.93E+01,0.00E+00,6.21E+00,6.93E+01,8.33E-02,9.09E-02,1.11E-01,0.09161065,-1.06E-01,0.28885686,,,,,,,,,,,,,,,,,,,,,
,6.25E+00,6.93E+01,9.09E-02,6.21E+00,6.93E+01,0.00E+00,6.33E+00,6.93E+01,0.00E+00,6.33E+00,6.93E+01,0.00E+00,0.00E+00,1.43E-01,0.07780944,-1.20E-01,0.27605094,,,,,,,,,,,,,,,,,,,,,
,6.29E+00,6.93E+01,0.00E+00,6.25E+00,6.93E+01,9.09E-02,6.21E+00,6.93E+01,0.00E+00,6.33E+00,6.93E+01,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6.29E+00,6.93E+01,0.00E+00,6.25E+00,6.93E+01,9.09E-02,6.21E+00,6.93E+01,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,6.29E+00,6.93E+01,0.00E+00,6.25E+00,6.93E+01,9.09E-02,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6.29E+00,6.93E+01,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,
