-0.258946,-0.025907,0.000477,-0.139155,-0.050186,-0.00325,0.072579,0.043157,-0.000304,0.007483,0.095838,0.003016,-0.060738,1.00E-01,,,,,,
,6.09E+00,3.53E+01,1.00E-01,,,,,,,,,,1.00E-01,,,,,,
,6.34E+00,2.71E+01,1.00E-01,6.09E+00,3.53E+01,1.00E-01,,,,,,,1.23E-01,,,,,,
,6.60E+00,2.15E+01,1.23E-01,6.34E+00,2.71E+01,1.00E-01,6.09E+00,3.53E+01,1.00E-01,,,,1.43E-01,,,,,,
,5.49E+00,5.52E+01,1.43E-01,6.60E+00,2.15E+01,1.23E-01,6.34E+00,2.71E+01,1.00E-01,6.09E+00,3.53E+01,1.00E-01,2.44E-01,0.163025014,,,,,
,5.89E+00,3.20E+01,2.44E-01,5.49E+00,5.52E+01,1.43E-01,6.60E+00,2.15E+01,1.23E-01,6.34E+00,2.71E+01,1.00E-01,6.09E-02,0.087926213,,,,,
,7.09E+00,2.42E+01,6.09E-02,5.89E+00,3.20E+01,2.44E-01,5.49E+00,5.52E+01,1.43E-01,6.60E+00,2.15E+01,1.23E-01,6.88E-02,0.089519555,,,,,
,6.70E+00,2.55E+01,6.88E-02,7.09E+00,2.42E+01,6.09E-02,5.89E+00,3.20E+01,2.44E-01,5.49E+00,5.52E+01,1.43E-01,5.15E-02,0.070147899,,,,,
,5.93E+00,3.55E+01,5.15E-02,6.70E+00,2.55E+01,6.88E-02,7.09E+00,2.42E+01,6.09E-02,5.89E+00,3.20E+01,2.44E-01,1.23E-01,0.127981226,,,,,
,5.60E+00,5.80E+01,1.23E-01,5.93E+00,3.55E+01,5.15E-02,6.70E+00,2.55E+01,6.88E-02,7.09E+00,2.42E+01,6.09E-02,2.26E-01,0.227876101,,,,,
,5.66E+00,4.64E+01,2.26E-01,5.60E+00,5.80E+01,1.23E-01,5.93E+00,3.55E+01,5.15E-02,6.70E+00,2.55E+01,6.88E-02,1.14E-01,0.085276363,,,,,
,5.70E+00,3.88E+01,1.14E-01,5.66E+00,4.64E+01,2.26E-01,5.60E+00,5.80E+01,1.23E-01,5.93E+00,3.55E+01,5.15E-02,8.59E-02,0.075073558,,,,,
,5.70E+00,4.04E+01,8.59E-02,5.70E+00,3.88E+01,1.14E-01,5.66E+00,4.64E+01,2.26E-01,5.60E+00,5.80E+01,1.23E-01,1.20E-01,0.133106811,,,,,
,7.09E+00,2.54E+01,1.20E-01,5.70E+00,4.04E+01,8.59E-02,5.70E+00,3.88E+01,1.14E-01,5.66E+00,4.64E+01,2.26E-01,1.07E-01,0.045471137,,,,,
,5.41E+00,6.93E+01,1.07E-01,7.09E+00,2.54E+01,1.20E-01,5.70E+00,4.04E+01,8.59E-02,5.70E+00,3.88E+01,1.14E-01,6.02E-02,0.079237532,,,,,
,5.27E+00,6.93E+01,6.02E-02,5.41E+00,6.93E+01,1.07E-01,7.09E+00,2.54E+01,1.20E-01,5.70E+00,4.04E+01,8.59E-02,1.01E-01,0.101940003,,,,,
,5.23E+00,6.93E+01,1.01E-01,5.27E+00,6.93E+01,6.02E-02,5.41E+00,6.93E+01,1.07E-01,7.09E+00,2.54E+01,1.20E-01,9.71E-02,0.101965188,,,,,
,5.51E+00,6.23E+01,9.71E-02,5.23E+00,6.93E+01,1.01E-01,5.27E+00,6.93E+01,6.02E-02,5.41E+00,6.93E+01,1.07E-01,0.00E+00,0.062182234,,,,,
,5.70E+00,4.04E+01,0.00E+00,5.51E+00,6.23E+01,9.71E-02,5.23E+00,6.93E+01,1.01E-01,5.27E+00,6.93E+01,6.02E-02,1.33E-01,0.056037187,,,,,
,5.63E+00,3.90E+01,1.33E-01,5.70E+00,4.04E+01,0.00E+00,5.51E+00,6.23E+01,9.71E-02,5.23E+00,6.93E+01,1.01E-01,9.10E-02,0.101598653,,,,,
,5.60E+00,3.75E+01,9.10E-02,5.63E+00,3.90E+01,1.33E-01,5.70E+00,4.04E+01,0.00E+00,5.51E+00,6.23E+01,9.71E-02,1.18E-01,0.145627996,,,,,
,6.03E+00,2.81E+01,1.18E-01,5.60E+00,3.75E+01,9.10E-02,5.63E+00,3.90E+01,1.33E-01,5.70E+00,4.04E+01,0.00E+00,8.53E-02,0.085482159,,,,,
,5.98E+00,2.90E+01,8.53E-02,6.03E+00,2.81E+01,1.18E-01,5.60E+00,3.75E+01,9.10E-02,5.63E+00,3.90E+01,1.33E-01,9.37E-02,0.082527693,,,,,
,6.42E+00,2.50E+01,9.37E-02,5.98E+00,2.90E+01,8.53E-02,6.03E+00,2.81E+01,1.18E-01,5.60E+00,3.75E+01,9.10E-02,6.71E-02,0.082225134,,,,,
,6.34E+00,2.71E+01,6.71E-02,6.42E+00,2.50E+01,9.37E-02,5.98E+00,2.90E+01,8.53E-02,6.03E+00,2.81E+01,1.18E-01,4.54E-02,0.08936348,,,,,
,6.34E+00,2.71E+01,4.54E-02,6.34E+00,2.71E+01,6.71E-02,6.42E+00,2.50E+01,9.37E-02,5.98E+00,2.90E+01,8.53E-02,1.19E-01,0.107438033,0.13221661,1.98E-02,0.24466105,,
,6.03E+00,3.19E+01,1.19E-01,6.34E+00,2.71E+01,4.54E-02,6.34E+00,2.71E+01,6.71E-02,6.42E+00,2.50E+01,9.37E-02,1.29E-01,0.131135824,0.12086294,4.73E-03,0.2369966,,
,6.27E+00,2.57E+01,1.29E-01,6.03E+00,3.19E+01,1.19E-01,6.34E+00,2.71E+01,4.54E-02,6.34E+00,2.71E+01,6.71E-02,1.30E-01,0.126653199,0.12085242,-1.40E-03,0.24310716,,
,6.42E+00,2.26E+01,1.30E-01,6.27E+00,2.57E+01,1.29E-01,6.03E+00,3.19E+01,1.19E-01,6.34E+00,2.71E+01,4.54E-02,4.18E-02,0.11690812,0.10533264,-3.33E-02,0.2440003,,
,6.14E+00,2.44E+01,4.18E-02,6.42E+00,2.26E+01,1.30E-01,6.27E+00,2.57E+01,1.29E-01,6.03E+00,3.19E+01,1.19E-01,,,,,,,
,,,,6.14E+00,2.44E+01,4.18E-02,6.42E+00,2.26E+01,1.30E-01,6.27E+00,2.57E+01,1.29E-01,,,,,,,
,,,,,,,6.14E+00,2.44E+01,4.18E-02,6.42E+00,2.26E+01,1.30E-01,,,,,,,
,,,,,,,,,,6.14E+00,2.44E+01,4.18E-02,,,,,,,
,,,,,,,,,,,,,,,,,,,
