-0.216269,0.01217,0.014202,-0.783421,0,0,0,0,0,0,0,0,0,2.08E-02,,,,
,9.30E+00,1.75E+01,2.08E-02,,,,,,,,,,1.71E-01,0.129773137,,,
,8.65E+00,2.26E+01,1.71E-01,9.30E+00,1.75E+01,2.08E-02,,,,,,,1.06E-01,0.076799175,,,
,8.38E+00,2.27E+01,1.06E-01,8.65E+00,2.26E+01,1.71E-01,9.30E+00,1.75E+01,2.08E-02,,,,1.07E-01,0.125253796,,,
,8.85E+00,1.94E+01,1.07E-01,8.38E+00,2.27E+01,1.06E-01,8.65E+00,2.26E+01,1.71E-01,9.30E+00,1.75E+01,2.08E-02,4.94E-02,0.082659231,,,
,9.57E+00,1.75E+01,4.94E-02,8.85E+00,1.94E+01,1.07E-01,8.38E+00,2.27E+01,1.06E-01,8.65E+00,2.26E+01,1.71E-01,9.44E-02,0.110202857,,,
,1.15E+01,1.40E+01,9.44E-02,9.57E+00,1.75E+01,4.94E-02,8.85E+00,1.94E+01,1.07E-01,8.38E+00,2.27E+01,1.06E-01,7.83E-02,0.049536053,,,
,1.04E+01,1.50E+01,7.83E-02,1.15E+01,1.40E+01,9.44E-02,9.57E+00,1.75E+01,4.94E-02,8.85E+00,1.94E+01,1.07E-01,5.49E-02,0.061430269,,,
,9.86E+00,1.53E+01,5.49E-02,1.04E+01,1.50E+01,7.83E-02,1.15E+01,1.40E+01,9.44E-02,9.57E+00,1.75E+01,4.94E-02,7.06E-02,0.077383304,,,
,9.71E+00,1.55E+01,7.06E-02,9.86E+00,1.53E+01,5.49E-02,1.04E+01,1.50E+01,7.83E-02,1.15E+01,1.40E+01,9.44E-02,6.34E-02,0.066891767,,,
,1.00E+01,1.48E+01,6.34E-02,9.71E+00,1.55E+01,7.06E-02,9.86E+00,1.53E+01,5.49E-02,1.04E+01,1.50E+01,7.83E-02,7.34E-02,0.065803607,,,
,1.21E+01,1.38E+01,7.34E-02,1.00E+01,1.48E+01,6.34E-02,9.71E+00,1.55E+01,7.06E-02,9.86E+00,1.53E+01,5.49E-02,4.72E-02,0.07027574,,,
,1.21E+01,1.32E+01,4.72E-02,1.21E+01,1.38E+01,7.34E-02,1.00E+01,1.48E+01,6.34E-02,9.71E+00,1.55E+01,7.06E-02,6.46E-02,0.082671884,0.08109055,2.49E-02,0.13724457
,1.10E+01,1.37E+01,6.46E-02,1.21E+01,1.32E+01,4.72E-02,1.21E+01,1.38E+01,7.34E-02,1.00E+01,1.48E+01,6.34E-02,3.82E-02,0.061194785,0.06148038,-2.65E-03,0.12560833
,1.04E+01,1.43E+01,3.82E-02,1.10E+01,1.37E+01,6.46E-02,1.21E+01,1.32E+01,4.72E-02,1.21E+01,1.38E+01,7.34E-02,5.70E-02,0.083311751,0.07440988,4.80E-03,0.14401593
,9.86E+00,1.46E+01,5.70E-02,1.04E+01,1.43E+01,3.82E-02,1.10E+01,1.37E+01,6.46E-02,1.21E+01,1.32E+01,4.72E-02,4.39E-02,0.065839396,0.06751944,-3.92E-03,0.13896207
,1.06E+01,1.43E+01,4.39E-02,9.86E+00,1.46E+01,5.70E-02,1.04E+01,1.43E+01,3.82E-02,1.10E+01,1.37E+01,6.46E-02,,,,,
,,,,1.06E+01,1.43E+01,4.39E-02,9.86E+00,1.46E+01,5.70E-02,1.04E+01,1.43E+01,3.82E-02,,,,,
,,,,,,,1.06E+01,1.43E+01,4.39E-02,9.86E+00,1.46E+01,5.70E-02,,,,,
,,,,,,,,,,1.06E+01,1.43E+01,4.39E-02,,,,,
